id,city,region,region_code,country,country_code,continent,continent_code,latitude,longitude,viewCount,num_imgs,evaluate
1648483886,Statiekwartier,Flanders,BE.VLG,Belgium,BE,Europe,EU,51.2167,4.4167,19016,802,remove
1611943176,Tournai,Wallonia,BE.WAL,Belgium,BE,Europe,EU,50.65351,3.38729,18925,620,ok
1622572542,Mettet,Wallonia,BE.WAL,Belgium,BE,Europe,EU,50.3019,4.65234,18883,756,ok
1626292256,Couvin,Wallonia,BE.WAL,Belgium,BE,Europe,EU,50.0924,4.53026,18756,691,ok
1638787041,Waregem,Flanders,BE.VLG,Belgium,BE,Europe,EU,50.88288,3.43274,18741,801,ok
1367668006,Jodoigne,Wallonia,BE.WAL,Belgium,BE,Europe,EU,50.7257,4.8666,17987,1235,ok
1591269789,Knokke-Heist,Flanders,BE.VLG,Belgium,BE,Europe,EU,51.36037,3.32393,17720,811,ok
1671109618,Waimes,Wallonia,BE.WAL,Belgium,BE,Europe,EU,50.51088,6.07615,17385,312,ok
1622626516,Beloeil,Wallonia,BE.WAL,Belgium,BE,Europe,EU,50.51871,3.68016,16487,723,ok
1597263050,Houyet,Wallonia,BE.WAL,Belgium,BE,Europe,EU,50.19936,4.9929,16136,317,ok
1638366226,Butgenbach,Wallonia,BE.WAL,Belgium,BE,Europe,EU,50.42704,6.21613,15199,719,ok
1623586260,Antwerp,Flanders,BE.VLG,Belgium,BE,Europe,EU,51.2,4.5,15066,404,ok
1609714626,Libramont-Chevigny,Wallonia,BE.WAL,Belgium,BE,Europe,EU,49.92716,5.48545,15054,150,remove
1454642382,Lathuy,Wallonia,BE.WAL,Belgium,BE,Europe,EU,50.72461,4.82617,15036,917,ok
1629028829,Koksijde-Bad,Flanders,BE.VLG,Belgium,BE,Europe,EU,51.1,2.6,14667,404,ok
1649963539,Wevelgem,Flanders,BE.VLG,Belgium,BE,Europe,EU,50.85145,3.14763,13928,665,ok
1565975114,Sterpenich,Wallonia,BE.WAL,Belgium,BE,Europe,EU,49.66245,5.8878,13587,927,remove
1670859703,Bullingen,Wallonia,BE.WAL,Belgium,BE,Europe,EU,50.38011,6.34238,12914,767,ok
1669893086,Boom,Flanders,BE.VLG,Belgium,BE,Europe,EU,51.09328,4.38107,12664,369,ok
1697030807,Grace-Hollogne,Wallonia,BE.WAL,Belgium,BE,Europe,EU,50.644,5.46567,11678,804,ok
1630869609,Soignies,Wallonia,BE.WAL,Belgium,BE,Europe,EU,50.56617,4.03836,11603,801,ok
1621009319,Courcelles,Wallonia,BE.WAL,Belgium,BE,Europe,EU,50.47256,4.34099,11497,653,ok
1597053241,Merksplas,Flanders,BE.VLG,Belgium,BE,Europe,EU,51.35591,4.85523,11303,805,ok
1649592911,Wevelgem,Flanders,BE.VLG,Belgium,BE,Europe,EU,50.84916,3.14797,11078,701,ok
1646863584,Butgenbach,Wallonia,BE.WAL,Belgium,BE,Europe,EU,50.42704,6.21614,11002,721,ok
1623586249,Antwerp,Flanders,BE.VLG,Belgium,BE,Europe,EU,51.2,4.5,10655,403,ok
1623586256,Antwerp,Flanders,BE.VLG,Belgium,BE,Europe,EU,51.2,4.5,10652,403,ok
1690829292,Amel,Wallonia,BE.WAL,Belgium,BE,Europe,EU,50.34673,6.17092,10544,747,ok
1683105874,Koksijde,Flanders,BE.VLG,Belgium,BE,Europe,EU,51.1236,2.64829,10504,274,remove
1639698956,Waremme,Wallonia,BE.WAL,Belgium,BE,Europe,EU,50.70038,5.2546,10370,576,ok
1660726828,Kortrijk,Flanders,BE.VLG,Belgium,BE,Europe,EU,50.83066,3.26632,9881,551,ok
1451952144,Huy,Wallonia,BE.WAL,Belgium,BE,Europe,EU,50.53596,5.24846,9422,967,ok
1623586258,Antwerp,Flanders,BE.VLG,Belgium,BE,Europe,EU,51.2,4.5,9322,400,remove
1653252284,Knokke-Heist,Flanders,BE.VLG,Belgium,BE,Europe,EU,51.35339,3.28306,9135,271,ok
1623586265,Antwerp,Flanders,BE.VLG,Belgium,BE,Europe,EU,51.2,4.5,9081,403,remove
1620642193,Hoegaarden,Flanders,BE.VLG,Belgium,BE,Europe,EU,50.78935,4.8286,8329,773,remove
1638364048,Bullingen,Wallonia,BE.WAL,Belgium,BE,Europe,EU,50.42355,6.2612,7749,803,ok
1629028827,Koksijde-Bad,Flanders,BE.VLG,Belgium,BE,Europe,EU,51.1,2.6,7385,400,remove
1629028834,Koksijde-Bad,Flanders,BE.VLG,Belgium,BE,Europe,EU,51.1,2.6,7126,402,remove
1677849044,Yvoir,Wallonia,BE.WAL,Belgium,BE,Europe,EU,50.33802,4.96283,6876,808,ok
1629028831,Koksijde-Bad,Flanders,BE.VLG,Belgium,BE,Europe,EU,51.1,2.6,6794,403,ok
1629028832,Koksijde-Bad,Flanders,BE.VLG,Belgium,BE,Europe,EU,51.1,2.6,6764,400,ok
1601628310,Harelbeke,Flanders,BE.VLG,Belgium,BE,Europe,EU,50.83943,3.32066,6242,787,ok
1682236026,Harelbeke,Flanders,BE.VLG,Belgium,BE,Europe,EU,50.85777,3.31204,6099,680,ok
1671216228,Neufchateau,Wallonia,BE.WAL,Belgium,BE,Europe,EU,49.84229,5.43168,5947,754,ok
1683032999,Koksijde,Flanders,BE.VLG,Belgium,BE,Europe,EU,51.12087,2.63319,5709,283,remove
1683104633,Koksijde,Flanders,BE.VLG,Belgium,BE,Europe,EU,51.13271,2.6714,5394,267,remove
1687380924,Houyet,Wallonia,BE.WAL,Belgium,BE,Europe,EU,50.211,4.96395,5096,760,ok
1670322143,Namur,Wallonia,BE.WAL,Belgium,BE,Europe,EU,50.48506,4.90318,4461,809,ok
1683105708,Koksijde,Flanders,BE.VLG,Belgium,BE,Europe,EU,51.10977,2.60629,4240,277,remove
1690634726,Tienen,Flanders,BE.VLG,Belgium,BE,Europe,EU,50.77721,4.95387,3711,431,ok
1704709645,Bullingen,Wallonia,BE.WAL,Belgium,BE,Europe,EU,50.38029,6.34209,3383,774,ok
1736585384,City of Brussels,Brussels-Capital,BE.BRU,Belgium,BE,Europe,EU,50.84425,4.3673,2492,813,ok
1731331608,Vise,Wallonia,BE.WAL,Belgium,BE,Europe,EU,50.69824,5.68555,2098,778,ok
1732045700,Sprimont,Wallonia,BE.WAL,Belgium,BE,Europe,EU,50.53099,5.60996,1549,581,remove
1722348311,Waregem,Flanders,BE.VLG,Belgium,BE,Europe,EU,50.88392,3.4343,1503,302,ok
1728116318,De Panne,Flanders,BE.VLG,Belgium,BE,Europe,EU,51.09776,2.57164,808,285,remove
1721477382,Kortenaken,Flanders,BE.VLG,Belgium,BE,Europe,EU,50.8797,5.01092,589,772,remove
1736436044,Houyet,Wallonia,BE.WAL,Belgium,BE,Europe,EU,50.23126,5.00583,244,774,ok
